nci_id,nct_id,protocol_id,ccr_id,ctep_id,dcp_id,other_ids__name,other_ids__value,associated_studies__study_id,associated_studies__study_id_type,outcome_measures__name,outcome_measures__description,outcome_measures__timeframe,outcome_measures__type_code,amendment_date,current_trial_status,current_trial_status_date,start_date,start_date_type_code,completion_date,completion_date_type_code,record_verification_date,brief_title,official_title,acronym,keywords,brief_summary,detail_description,classification_code,interventional_model,study_source,accepts_healthy_volunteers_indicator,study_protocol_type,study_subtype_code,study_population_description,study_model_code,study_model_other_text,sampling_method_code,bio_specimen__f1,bio_specimen__f2,bio_specimen__f3,bio_specimen__f4,primary_purpose__primary_purpose_code,primary_purpose__primary_purpose_other_text,primary_purpose__primary_purpose_additional_qualifier_code,phase__phase,phase__phase_other_text,phase__phase_additional_qualifier_code,masking__masking,masking__masking_allocation_code,masking__masking_role_investigator,masking__masking_role_outcome_assessor,masking__masking_role_subject,masking__masking_role_caregiver,principal_investigator,central_contact__central_contact_email,central_contact__central_contact_name,central_contact__central_contact_phone,central_contact__central_contact_type,lead_org,collaborators__name,collaborators__functional_role,sites__contact_email,sites__contact_name,sites__contact_phone,sites__recruitment_status,sites__recruitment_status_date,sites__local_site_identifier,sites__org_address_line_1,sites__org_address_line_2,sites__org_city,sites__org_country,sites__org_email,sites__org_family,sites__org_fax,sites__org_name,sites__org_to_family_relationship,sites__org_phone,sites__org_postal_code,sites__org_state_or_province,sites__org_status,sites__org_status_date,sites__org_tty,sites__org_va,sites__org_coordinates__lat,sites__org_coordinates__lon,anatomic_sites__-,diseases__inclusion_indicator,diseases__lead_disease_indicator,diseases__nci_thesaurus_concept_id,diseases__preferred_name,diseases__display_name,diseases__paths__direction,diseases__paths__concepts__idx,diseases__paths__concepts__label,diseases__paths__concepts__code,diseases__type__001,diseases__type__002,diseases__synonyms__-,diseases__synonyms,diseases__parents__001,diseases__parents__002,diseases__parents__003,biomarkers,minimum_target_accrual_number,eligibility__structured__gender,eligibility__structured__max_age,eligibility__structured__max_age_number,eligibility__structured__max_age_unit,eligibility__structured__min_age,eligibility__structured__min_age_number,eligibility__structured__min_age_unit,eligibility__structured__max_age_in_years,eligibility__structured__min_age_in_years,eligibility__unstructured__display_order,eligibility__unstructured__inclusion_indicator,eligibility__unstructured__description,number_of_arms,arms__arm_name,arms__arm_type,arms__arm_description,arms__interventions__intervention_name,arms__interventions__intervention_type,arms__interventions__intervention_code,arms__interventions__intervention_description,arms__interventions__parents__001,arms__interventions__parents__002,arms__interventions__parents__003,arms__interventions__inclusion_indicator,arms__interventions__synonyms__-,arms__interventions__synonyms,arms__interventions__intervention_category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,516-663-3115,CLOSED_TO_ACCRUAL,9/7/18,,259 First Street,null,Mineola,United States,null,Laura and Isaac Perlmutter Cancer Center at NYU Langone,null,NYU Winthrop Hospital,ORGANIZATIONAL,866-946-8476,11501,NY,ACTIVE,6/20/19,null,FALSE,40.7469,-73.6388,,,,,,,,,,,,,,malignancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tumor-Specific Treatment Agents,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,3333 Burnet Avenue,null,Cincinnati,United States,cancer@cchmc.org,null,null,Cincinnati Children's Hospital Medical Center,null,513-636-2799,45229,OH,ACTIVE,12/31/08,null,FALSE,39.1532,-84.4859,,TREE,NO,C3139,Infratentorial Neoplasm,Infratentorial Neoplasm,,,,,subtype,,,"Brain Neoplasms, Infratentorial",C2907,,,,,,,,,,,,,,,,,,,,,Platinum Compound,Drug,C1450,,C1590,C2163,C798,TREE,,Platinum Agents,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,304-388-9944,CLOSED_TO_ACCRUAL,9/7/18,,3110 MacCorkle Avenue Southeast,null,Charleston,United States,null,null,null,West Virginia University Charleston Division,null,304-388-9944,25304,WV,ACTIVE,5/23/18,null,FALSE,38.301,-81.5932,,,,,,,,,,,,,,Infratentorial Neoplasms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platinum-Based Chemotherapy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,800-811-8480,CLOSED_TO_ACCRUAL,9/7/18,,2200 Pierce Avenue,null,Nashville,United States,null,Vanderbilt-Ingram Cancer Center,null,Vanderbilt University / Ingram Cancer Center,ORGANIZATIONAL,877-936-8422,37232,TN,ACTIVE,5/5/15,null,FALSE,36.1437,-86.8096,,,,,,,,,,,,,,Infratentorial Tumor,,,,,,,,,,,,,,,,,,,,,,DNA Adduct Forming Agent,Drug,C2163,,C2842,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCTO@mssm.edu,Site Public Contact,212-824-7309,CLOSED_TO_ACCRUAL,9/7/18,,One Gustave L Levy Place,1470 Madison Avenue,New York,United States,CCTO@mssm.edu,Tisch Cancer Institute,null,Mount Sinai Hospital,ORGANIZATIONAL,212-241-6500,10029,NY,ACTIVE,2/3/17,null,FALSE,40.7917,-73.9439,,,,,,,,,,,,,,Infratentorial Tumors,,,,,,,,,,,,,,,,,,,,,,DNA Binding Agent,Drug,C2842,,C274,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,501 Sixth Avenue South,null,Saint Petersburg,United States,Ashley.Repp@jhmi.edu,null,null,Johns Hopkins All Children's Hospital,null,800-456-4543\r727-898-7451,33701,FL,ACTIVE,8/23/16,null,FALSE,27.771,-82.6368,,,,,,,,,,,,,,"Neoplasms, Infratentorial",,,,,,,,,,,,,,,,,,,,,,Radiosensitizing Agent,Drug,C798,,C274,,,TREE,,Radiation Sensitizers,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,One Breakthrough Way,null,Las Vegas,United States,research@sncrf.org,null,null,Alliance for Childhood Diseases / Cure 4 the Kids Foundation,null,702-384-0013,89135,NV,ACTIVE,10/16/18,null,FALSE,36.1211,-115.3507,,TREE,YES,C4966,Malignant Infratentorial Neoplasm,Malignant Infratentorial Neoplasm,,,,,subtype,,,"Infratentorial Neoplasms, Malignant",C3139,C3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiation-Sensitizing Agents,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,1400 South Dobson Road,null,Mesa,United States,null,null,null,Cardon Children's Medical Center,null,480-412-5437,85202,AZ,ACTIVE,5/27/10,null,FALSE,33.3827,-111.8737,,,,,,,,,,,,,,Malignant Infratentorial Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiation-Sensitizing Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,901 45th Street,null,West Palm Beach,United States,null,null,null,Saint Mary's Hospital,null,561-881-2815,33407,FL,ACTIVE,7/24/15,null,FALSE,26.7596,-80.0917,,,,,,,,,,,,,,Malignant Infratentorial Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiosensitizers,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,807 Childrens Way,null,Jacksonville,United States,null,null,null,Nemours Children's Clinic-Jacksonville,null,904-697-3529,32207,FL,ACTIVE,5/5/15,null,FALSE,30.291,-81.6318,,TREE,NO,C4788,Malignant Nervous System Neoplasm,Malignant Nervous System Neoplasm,,,,,subtype,,,Malignant Neoplasm of Nervous System,C9305,C3268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiosensitizing Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,916-734-3089,CLOSED_TO_ACCRUAL,9/7/18,,4501 X Street,null,Sacramento,United States,null,UC Davis Comprehensive Cancer Center,null,University of California Davis Comprehensive Cancer Center,ORGANIZATIONAL,916-734-3089,95817,CA,ACTIVE,12/19/14,null,FALSE,38.5503,-121.4572,,,,,,,,,,,,,,Malignant Neoplasm of the Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiosensitizing Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,100 North Mario Capecchi Drive,null,Salt Lake City,United States,null,Huntsman Cancer Institute,null,Primary Children's Hospital,ORGANIZATIONAL,801-585-5270,84113,UT,ACTIVE,1/28/14,null,FALSE,40.7638,-111.833,,,,,,,,,,,,,,Malignant Nervous System Tumor,,,,,,,,,,,,,,,,,,,,,,Vinca Alkaloid Compound,Drug,C932,,C221,C1931,,TREE,Vinca Alkaloids,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,7700 Floyd Curl Drive,null,San Antonio,United States,Vinod.GidvaniDiaz@hcahealthcare.com,null,null,Methodist Children's Hospital of South Texas,null,210-575-7000,78229,TX,ACTIVE,2/11/19,null,FALSE,29.5052,-98.5725,,,,,,,,,,,,,,Malignant Tumor of Nervous System,,,,,,,,,,,,,,,,,,,,,,Alkaloid,Drug,C221,,C718,,,TREE,Alkaloids,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,855-776-0015,CLOSED_TO_ACCRUAL,9/7/18,,200 First Street Southwest,null,Rochester,United States,null,Mayo Clinic Cancer Center,507-284-0161,Mayo Clinic in Rochester,ORGANIZATIONAL,507-538-7623,55905,MN,ACTIVE,6/17/20,null,FALSE,44.0368,-92.4912,,,,,,,,,,,,,,Malignant Tumor of the Nervous System,,,,,,,,,,,,,,,,,,,,,,Organic Chemical,Drug,C718,,C1913,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,One Children's Hospital Drive,4401 Penn Avenue,Pittsburgh,United States,jean.tersak@chp.edu,University of Pittsburgh Cancer Institute,null,Children's Hospital of Pittsburgh of UPMC,ORGANIZATIONAL,412-692-5573,15224,PA,ACTIVE,11/15/12,null,FALSE,40.464,-79.9446,,,,,,,,,,,,,,"Nervous System Neoplasms, Malignant",,,,,,,,,,,,,,,,,,,,,,Drug or Chemical by Structure,Drug,C1913,,C1908,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,504-988-6121,CLOSED_TO_ACCRUAL,6/30/14,,1415 Tulane Avenue,null,New Orleans,United States,null,null,null,Tulane University Health Sciences Center,null,504-988-6121,70112,LA,ACTIVE,12/30/08,null,FALSE,29.9574,-90.0769,,TREE,YES,C3569,Malignant Cerebellar Neoplasm,Malignant Cerebellar Neoplasm,,,,,subtype,,,Cancer of Cerebellum,C2935,C4966,,,,,,,,,,,,,,,,,,,,Antineoplastic Plant Product,Drug,C1931,,C1907,,,TREE,,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,212-639-7592,CLOSED_TO_ACCRUAL,3/8/12,,1275 York Avenue,null,New York,United States,null,Memorial Sloan Kettering Cancer Center,null,Memorial Sloan Kettering Cancer Center,ORGANIZATIONAL,212-639-2000,10065,NY,ACTIVE,3/21/18,null,FALSE,40.7656,-73.9624,,,,,,,,,,,,,,Cancer of the Cerebellum,,,,,,,,,,,,,,,,,,,,,,"Drug, Natural Product",Drug,C1907,,C1909,,,TREE,Drug Derived from Natural Products,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,972-566-5588,CLOSED_TO_ACCRUAL,9/7/18,,7777 Forest  Lane,null,Dallas,United States,null,null,null,Medical City Dallas Hospital,null,972-566-5588,75230,TX,ACTIVE,4/27/20,null,FALSE,32.9028,-96.7921,,,,,,,,,,,,,,Cerebellar Cancer,,,,,,,,,,,,,,,,,,,,,,Vinca-Domain Binding Agent,Drug,C67422,,C25974,,,TREE,,Vinca-Domain Binding Agents,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,160 East Erie Avenue,null,Philadelphia,United States,null,null,null,Saint Christopher's Hospital for Children,null,215-427-8991,19134,PA,ACTIVE,12/31/08,null,FALSE,39.9903,-75.1049,,,,,,,,,,,,,,"Cerebellar Neoplasm, Malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vinca-Site Binding Agent,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,4650 Sunset Boulevard,null,Los Angeles,United States,ekatz@chla.usc.edu,USC Norris Comprehensive Cancer Center,null,Children's Hospital Los Angeles,ORGANIZATIONAL,323-660-2450,90027,CA,ACTIVE,8/31/12,null,FALSE,34.1252,-118.292,,,,,,,,,,,,,,"Cerebellar Tumor, Malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vinca-Site Binding Agents,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,254-724-5407,CLOSED_TO_ACCRUAL,9/7/18,,2401 South 31st Street,null,Temple,United States,null,null,null,Scott and White Memorial Hospital,null,254-724-5407,76508,TX,ACTIVE,7/29/15,null,FALSE,31.0937,-97.3641,,,,,,,,,,,,,,Malignant Cerebellar Neoplasms,,,,,,,,,,,,,,,,,,,,,,Tubulin Binding Agent,Drug,C25974,,C273,,,TREE,Tubulin Binding Agents,,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stephanie.couch@stjoeshealth.org,Site Public Contact,734-712-3671,CLOSED_TO_ACCRUAL,9/7/18,,22101 Moross Road,null,Detroit,United States,stephanie.couch@stjoeshealth.org,null,null,Ascension Saint John Hospital,null,313-343-3166,48236,MI,ACTIVE,9/23/18,null,FALSE,42.4243,-82.8975,,,,,,,,,,,,,,Malignant Cerebellar Tumor,,,,,,,,,,,,,,,,,,,,,,Antimitotic Agent,Drug,C273,,C274,,,TREE,,Antimitotic Drugs,Agent Category
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,419-824-1842,CLOSED_TO_ACCRUAL,9/7/18,,2142 North Cove Boulevard,null,Toledo,United States,null,null,null,ProMedica Toledo Hospital / Russell J Ebeid Children's Hospital,null,419-824-1842,43606,OH,ACTIVE,4/1/20,null,FALSE,41.6724,-83.6099,,,,,,,,,,,,,,Malignant Neoplasm of Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antimitotics,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,13535 Nemours Parkway,null,Orlando,United States,null,null,null,Nemours Children's Hospital,null,407-650-7150,32827,FL,ACTIVE,10/2/12,null,FALSE,28.4288,-81.3094,,,,,,,,,,,,,,Malignant Neoplasm of the Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microtubular Function Inhibitors,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,202-444-2223,CLOSED_TO_ACCRUAL,9/7/18,,3800 Reservoir Road Northwest,Lombardi Comprehensive Cancer Center,Washington,United States,null,Georgetown Lombardi Comprehensive Cancer Center,202-784-4344,MedStar Georgetown University Hospital,ORGANIZATIONAL,202-444-0381\r202-444-4000,20007,DC,ACTIVE,5/5/15,null,FALSE,38.9147,-77.0771,,,,,,,,,,,,,,Malignant Tumor of Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitosis Inhibitor Agents,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,100 Michigan Northeast,Mail Code 85,Grand Rapids,United States,crcwm-regulatory@crcwm.org,null,null,Helen DeVos Children's Hospital at Spectrum Health,null,616-391-1230,49503,MI,ACTIVE,12/14/16,null,FALSE,42.9643,-85.6569,,,,,,,,,,,,,,Malignant Tumor of the Cerebellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitosis Inhibitor Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,747 52nd Street,null,Oakland,United States,cgolden@mail.cho.org,null,null,Children's Hospital and Research Center at Oakland,null,510-450-7600,94609-1809,CA,ACTIVE,4/30/12,null,FALSE,,,,TREE,NO,C27551,Disorder by Site,Disorder by Site,,,,,subtype,,Disease by Site,,C2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitosis Inhibitors,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,4480 Oak Street,null,Vancouver,Canada,null,null,null,British Columbia Children's Hospital,null,null,V6H 3V4,British Columbia,ACTIVE,12/30/08,null,FALSE,,,,TREE,NO,C2934,Central Nervous System Disorder,Central Nervous System Disorder,,,,,subtype,,,Central Nervous System Disease,C26835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitotic Inhibitor Agents,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aaraiza@montefiore.org,Site Public Contact,718-379-6866,CLOSED_TO_ACCRUAL,9/7/18,,111 East 210th Street,null,Bronx,United States,aaraiza@montefiore.org,Albert Einstein Cancer Center,null,Montefiore Medical Center - Moses Campus,ORGANIZATIONAL,718-904-2730,10467,NY,ACTIVE,6/17/14,null,FALSE,40.8778,-73.8721,,,,,,,,,,,,,,Disorder of Central Nervous System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitotic Inhibitor Drugs,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,4440 West 95th Street,null,Oak Lawn,United States,null,null,null,Advocate Children's Hospital-Oak Lawn,null,847-723-7570,60453,IL,ACTIVE,1/27/14,null,FALSE,41.7129,-87.7521,,TREE,YES,C3139,Infratentorial Neoplasm,Infratentorial Neoplasm,,,,,subtype,,,"Brain Neoplasms, Infratentorial",C2907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitotic Inhibitors,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,877-726-5130,CLOSED_TO_ACCRUAL,9/7/18,,55 Fruit Street,null,Boston,United States,null,Dana-Farber / Harvard Cancer Center,null,Massachusetts General Hospital Cancer Center,ORGANIZATIONAL,617-726-2000,2114,MA,ACTIVE,7/14/15,null,FALSE,42.3621,-71.068,,,,,,,,,,,,,,Infratentorial Neoplasms,,,,,,,,,,,,,,,,,,,,,,Therapeutic Procedure,Radiation,C49236,,C25218,,,TREE,,TX,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,One Perkins Square,null,Akron,United States,null,null,null,Children's Hospital Medical Center of Akron,null,330-543-3193,44308,OH,ACTIVE,12/31/08,null,FALSE,41.0819,-81.5177,,,,,,,,,,,,,,Infratentorial Tumor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapeutic Interventions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,217-545-7929,CLOSED_TO_ACCRUAL,9/7/18,,801 North Rutledge,null,Springfield,United States,null,null,null,Southern Illinois University School of Medicine,null,217-545-7929,62702,IL,ACTIVE,5/29/15,null,FALSE,39.8235,-89.6438,,,,,,,,,,,,,,Infratentorial Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapeutic Method,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,254 Easton Avenue,null,New Brunswick,United States,kcovert@saintpetersuh.com,Rutgers Cancer Institute of New Jersey,null,Saint Peter's University Hospital,AFFILIATION,732-745-8600,8901,NJ,ACTIVE,1/11/13,null,FALSE,40.4861,-74.4473,,,,,,,,,,,,,,"Neoplasms, Infratentorial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapeutic Procedure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,216-844-5437,CLOSED_TO_ACCRUAL,9/7/18,,2101 Adelbert Road,null,Cleveland,United States,null,Case Comprehensive Cancer Center,null,Rainbow Babies and Childrens Hospital,ORGANIZATIONAL,216-844-5437,44106,OH,ACTIVE,3/14/19,null,FALSE,41.5063,-81.6065,,TREE,YES,C5114,Malignant Intracranial Neoplasm,Malignant Intracranial Neoplasm,,,,,subtype,,,Intracranial Cancer,C4953,C4627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapeutic Technique,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,1675 Dempster Street,null,Park Ridge,United States,null,null,null,Advocate Children's Hospital-Park Ridge,null,855-312-5437,60068,IL,ACTIVE,1/29/14,null,FALSE,42.0122,-87.8435,,,,,,,,,,,,,,"Intracranial Neoplasms, Malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,Site Public Contact,503-413-8199,CLOSED_TO_ACCRUAL,2/1/12,,2801 North Gantenbein Avenue,null,Portland,United States,null,null,null,Legacy Emanuel Hospital and Health Center,null,503-413-8199,97227,OR,ACTIVE,12/31/08,null,FALSE,45.5435,-122.6742,,,,,,,,,,,,,,"Intracranial Tumors, Malignant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,500 University Drive,C7830 Mail Code H085,Hershey,United States,null,null,null,Penn State Children's Hospital,null,717-531-8497,17033,PA,ACTIVE,10/12/16,null,FALSE,40.2634,-76.626,,,,,,,,,,,,,,Malignant Intracranial Tumor,,,,,,,,,,,,,,,,,,,,,,Intervention or Procedure,Radiation,C25218,,C16203,,,TREE,,Intervention,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,research@sncrf.org,Site Public Contact,702-384-0013,CLOSED_TO_ACCRUAL,9/7/18,,657 Town Center Drive,null,Las Vegas,United States,research@sncrf.org,null,null,Summerlin Hospital Medical Center,null,702-233-7000,89144,NV,ACTIVE,1/23/18,null,FALSE,36.179,-115.3146,,TREE,NO,C2991,Disease or Disorder,Other Disease,,,,,maintype,,,Disease,C7057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention Strategies,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helpdesk@childrensoncologygroup.org,Site Public Contact,null,CLOSED_TO_ACCRUAL,9/7/18,,3501 Johnson Street,null,Hollywood,United States,OHR@mhs.net,Moffitt Cancer Center,null,Memorial Regional Hospital / Joe DiMaggio Children's Hospital,AFFILIATION,954-985-3443,33021,FL,ACTIVE,5/29/15,null,FALSE,26.0228,-80.1869,,,,,,,,,,,,,,Disease or Disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procedure,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@siteman.wustl.edu,Site Public Contact,800-600-3606,CLOSED_TO_ACCRUAL,4/11/18,,660 South Euclid Avenue,null,Saint Louis,United States,info@siteman.wustl.edu,Alvin J. Siteman Cancer Center,null,Washington University School of Medicine,ORGANIZATIONAL,null,63110,MO,ACTIVE,1/29/13,null,FALSE,38.6267,-90.267,,,,,,,,,,,,,,"Disease or Disorder, Non-Neoplastic",,,,,,,,,,,,,,,,,,,,,,Clinical or Research Activity,Radiation,C16203,,C43431,,,TREE,,,NONE
